FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201401,21,0,21920,505472,"D","01/21/2014 00:00:00",60,"M","Unknown",999999
201401,23,0,21919,505473,"D","01/23/2014 00:00:00",39,"M","Permanent Home",999999
201401,24,0,21918,505474,"D","01/24/2014 00:00:00",60,"M","Unknown",999999
201402,3,0,21913,505476,"D","02/03/2014 00:00:00",79,"M","Unknown",999999
201402,4,0,21911,505476,"D","02/04/2014 00:00:00",73,"M","Permanent Home",999999
201402,4,0,21912,505476,"D","02/04/2014 00:00:00",96,"F","Permanent Home",999999
201402,16,0,21916,505478,"D","02/16/2014 00:00:00",80,"M","Unknown",999999
201402,27,0,21917,505479,"D","02/27/2014 00:00:00",64,"F","Permanent Home",999999
201404,23,0,22742,505635,"I","05/23/2014 00:00:00",94,"F","Mobile/Trailer Home",999999
201403,22,0,22580,505782,"D","03/22/2014 00:00:00",45,"F","Unknown",999999
201403,22,0,22581,505782,"D","03/22/2014 00:00:00",55,"M","Unknown",999999
201403,22,0,22582,505782,"D","03/22/2014 00:00:00",69,"F","Unknown",999999
201403,22,0,22583,505782,"D","03/22/2014 00:00:00",5,"F","Unknown",999999
201403,22,0,22584,505782,"D","03/22/2014 00:00:00",66,"M","Unknown",999999
201403,22,0,22585,505782,"D","03/22/2014 00:00:00",41,"M","Unknown",999999
201403,22,0,22586,505782,"D","03/22/2014 00:00:00",71,"M","Unknown",999999
201403,22,0,22587,505782,"D","03/22/2014 00:00:00",46,"F","Unknown",999999
201403,22,0,22588,505782,"D","03/22/2014 00:00:00",47,"M","Unknown",999999
201403,22,0,22589,505782,"D","03/22/2014 00:00:00",49,"M","Unknown",999999
201403,22,0,22590,505782,"D","03/22/2014 00:00:00",21,"M","Unknown",999999
201403,22,0,22591,505782,"D","03/22/2014 00:00:00",59,"F","Unknown",999999
201403,22,0,22592,505782,"D","03/22/2014 00:00:00",6,"M","Unknown",999999
201403,22,0,22593,505782,"D","03/22/2014 00:00:00",55,"F","Unknown",999999
201403,22,0,22594,505782,"D","03/22/2014 00:00:00",31,"F","Unknown",999999
201403,22,0,22595,505782,"D","03/22/2014 00:00:00",64,"F","Unknown",999999
201403,22,0,22596,505782,"D","03/22/2014 00:00:00",0,"F","Unknown",999999
201403,22,0,22597,505782,"D","03/22/2014 00:00:00",63,"M","Unknown",999999
201403,22,0,22598,505782,"D","03/22/2014 00:00:00",58,"F","Unknown",999999
201403,22,0,22599,505782,"D","03/22/2014 00:00:00",65,"M","Unknown",999999
201403,22,0,22600,505782,"D","03/22/2014 00:00:00",60,"M","Unknown",999999
201403,22,0,22601,505782,"D","03/22/2014 00:00:00",23,"M","Unknown",999999
201403,22,0,22602,505782,"D","03/22/2014 00:00:00",65,"M","Unknown",999999
201403,22,0,22603,505782,"D","03/22/2014 00:00:00",19,"F","Unknown",999999
201403,22,0,22604,505782,"D","03/22/2014 00:00:00",34,"F","Unknown",999999
201403,22,0,22605,505782,"D","03/22/2014 00:00:00",13,"M","Unknown",999999
201403,22,0,22606,505782,"D","03/22/2014 00:00:00",67,"F","Unknown",999999
201403,22,0,22607,505782,"D","03/22/2014 00:00:00",75,"M","Unknown",999999
201403,22,0,22608,505782,"D","03/22/2014 00:00:00",61,"F","Unknown",999999
201403,22,0,22609,505782,"D","03/22/2014 00:00:00",30,"M","Unknown",999999
201403,22,0,22610,505782,"D","03/22/2014 00:00:00",2,"F","Unknown",999999
201403,22,0,22611,505782,"D","03/22/2014 00:00:00",58,"M","Unknown",999999
201403,22,0,22612,505782,"D","03/22/2014 00:00:00",74,"M","Unknown",999999
201403,22,0,22613,505782,"D","03/22/2014 00:00:00",91,"F","Unknown",999999
201403,22,0,22614,505782,"D","03/22/2014 00:00:00",55,"M","Unknown",999999
201403,22,0,22615,505782,"D","03/22/2014 00:00:00",14,"M","Unknown",999999
201403,22,0,22616,505782,"D","03/22/2014 00:00:00",52,"M","Unknown",999999
201403,22,0,22617,505782,"D","03/22/2014 00:00:00",64,"F","Unknown",999999
201403,22,0,22618,505782,"D","03/22/2014 00:00:00",4,"M","Unknown",999999
201403,22,0,22619,505782,"D","03/22/2014 00:00:00",52,"M","Unknown",999999
201403,22,0,22620,505782,"D","03/22/2014 00:00:00",53,"F","Unknown",999999
201403,22,0,22621,505782,"D","03/22/2014 00:00:00",44,"F","Unknown",999999
201403,22,0,22622,505782,"D","03/22/2014 00:00:00",53,"M","Permanent Home",999999
201403,12,0,21927,505992,"D","03/12/2014 00:00:00",55,"M","Outside/Open Areas",999999
201403,12,0,21929,506142,"D","03/12/2014 00:00:00",25,"M","Vehicle/Towed Trailer",999999
201405,14,0,22021,506440,"D","05/14/2014 00:00:00",40,"M","Outside/Open Areas",999999
201405,9,0,22019,506803,"D","05/09/2014 00:00:00",60,"M","Under Tree",999999
201405,14,0,22020,506947,"D","05/14/2014 00:00:00",71,"M","Outside/Open Areas",999999
201401,14,0,22108,507051,"D","01/14/2014 00:00:00",54,"F","Outside/Open Areas",999999
201403,26,0,22145,507055,"I","03/26/2014 00:00:00",43,"M","Permanent Structure",999999
201403,26,0,22146,507055,"I","03/26/2014 00:00:00",33,"M","Permanent Structure",999999
201404,6,0,22772,507096,"D","04/06/2014 00:00:00",9,"F","Outside/Open Areas",999999
201403,10,0,22238,507341,"D","03/10/2014 00:00:00",27,"M","Outside/Open Areas",999999
201403,2,0,22665,507405,"I","03/02/2014 00:00:00",35,"F","Vehicle/Towed Trailer",999999
201403,30,0,22239,507521,"D","03/30/2014 00:00:00",28,"M","Outside/Open Areas",999999
201404,28,0,22908,508158,"D","04/28/2014 00:00:00",53,"F","Business",999999
201404,28,0,22906,508158,"D","04/28/2014 00:00:00",60,"M","Permanent Home",999999
201404,28,0,22907,508158,"D","04/28/2014 00:00:00",38,"M","Permanent Home",999999
201404,28,0,22909,508158,"D","04/28/2014 00:00:00",61,"M","Permanent Home",999999
201404,28,0,22910,508158,"D","04/28/2014 00:00:00",64,"F","Permanent Home",999999
201404,28,0,22911,508158,"D","04/28/2014 00:00:00",31,"F","Permanent Home",999999
201404,28,0,22912,508158,"D","04/28/2014 00:00:00",44,"M","Permanent Home",999999
201404,28,0,22913,508158,"D","04/28/2014 00:00:00",8,"M","Permanent Home",999999
201404,28,0,22914,508158,"D","04/28/2014 00:00:00",85,"F","Permanent Home",999999
201404,28,0,22915,508158,"D","04/28/2014 00:00:00",55,"F","Permanent Home",999999
