YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201703,114222,685687,1,.69,"N","MOUND CITY",40.14,-95.23,408400,9513800
201703,114222,685688,1,.97,"NW","MOUND CITY",40.1411,-95.2412,408466,9514472
201703,114222,685689,1,.53,"E","FOREST CITY",39.98,-95.17,3958800,9510200
201703,114222,685690,1,.53,"W","MARYVILLE MEM ARPT",40.35,-94.93,4021000,9455800
201703,114222,685691,1,2.76,"N","MARYVILLE",40.39,-94.87,4023400,9452200
201703,114222,685692,1,.87,"NE","PARNELL",40.44,-94.62,4026400,9437200
201703,114222,685693,1,0,"N","CONCEPTION",40.25,-94.68,4015000,9440800
201703,114222,685694,1,2.32,"SSW","ORRSBURG",40.4,-94.74,4024000,9444400
201703,114222,685695,1,.87,"NE","RAVENWOOD",40.36,-94.67,4021600,9440200
201703,114222,685696,1,.87,"NE","RAVENWOOD",40.36,-94.67,4021600,9440200
201703,114222,685697,1,.87,"NE","RAVENWOOD",40.36,-94.67,4021600,9440200
201703,114222,685699,1,1.61,"WSW","RICHMOND",39.274,-94.009,3916440,94540
201703,114222,685699,2,.68,"ENE","RICHMOND",39.285,-93.969,3917100,9358140
201703,114222,685700,1,.82,"ESE","PARKVILLE",39.1953,-94.6859,3911718,9441154
201703,114222,685701,1,.91,"SE","PLATTE WOODS",39.2209,-94.6577,3913254,9439462
201703,114222,685702,1,1.38,"S","SMITHVILLE",39.38,-94.58,3922800,9434800
201703,114222,685703,1,.97,"NNW","(MCI)KS CITY INTL AR",39.3133,-94.7255,3918798,9443530
201703,114222,685704,1,3,"WNW","PARADISE",39.45,-94.57,3927000,9434200
201703,114222,685705,1,.53,"E","TRIMBLE",39.47,-94.56,3928200,9433600
201703,114222,685706,1,3.18,"SSW","CAINSVILLE",40.39,-93.8,4023400,9348000
201703,112845,679024,1,0,"N","CLIMAX SPGS",38.1,-93.05,386000,933000
201703,112845,679025,1,4.84,"S","LINCOLN",38.33,-93.33,3819800,9319800
201703,112845,679026,1,1.29,"WSW","LINN CREEK",38.02,-92.74,381200,9244400
201703,112845,679027,1,.55,"E","BENNETT SPGS",37.73,-92.86,3743800,9251600
201703,112845,679028,1,3.52,"SW","MONTREAL",37.93,-92.64,3755800,9238400
201703,112845,679029,1,.69,"S","LEBANON",37.67,-92.67,3740200,9240200
201703,112845,679030,1,.69,"S","RICHLAND MUNI ARPT",37.86,-92.4,3751600,9224000
201703,112845,679031,1,.69,"S","WARSAW",38.24,-93.38,3814400,9322800
201703,112845,679032,1,0,"N","WAYNESVILLE",37.83,-92.2,3749800,9212000
201703,112845,679033,1,.55,"E","LEBANON",37.68,-92.66,3740800,9239600
201703,112845,679034,1,2.82,"N","LEBANON",37.72,-92.68,3743200,9240800
201703,112845,679035,1,2.83,"WSW","WALNUT GROVE",37.41,-93.6,3724600,9336000
201703,112845,679036,1,1.78,"ESE","MINDENMINES",37.47,-94.57,3728200,9434200
201703,112845,679037,1,.88,"NE","LINN CREEK",38.04,-92.71,382400,9242600
201703,112845,679038,1,1.1,"W","EVENING SHADE",37.58,-92.17,3734800,9210200
201703,112845,679039,1,3.02,"NE","HAROLD",37.41,-93.49,3724600,9329400
201703,112845,679040,1,2.65,"NW","MANES",37.41,-92.4,3724600,9224000
201703,112845,679041,1,2.28,"WNW","ROACH",38.01,-92.91,38600,9254600
201703,112845,679042,1,.88,"SE","PLEASANT HOPE",37.46,-93.27,3727600,9316200
201703,112845,679043,1,.88,"SE","PLEASANT HOPE",37.46,-93.27,3727600,9316200
201703,112845,679044,1,2.14,"NNW","OAKTON",37.5,-94.38,3730000,9422800
201703,112845,679045,1,1.29,"WSW","MILFORD",37.57,-94.19,3734200,9411400
201703,112845,679046,1,.69,"S","LAMAR",37.49,-94.28,3729400,9416800
201703,112845,679047,1,1.77,"SW","FAIR GROVE",37.36,-93.17,3721600,9310200
201703,112845,679048,1,2.3,"ENE","JASPER",37.34,-94.28,3720400,9416800
201703,112845,679049,1,1.3,"ENE","JASPER",37.34,-94.3,3720400,9418000
201703,112845,679050,1,2.35,"SSE","JASPER",37.3,-94.3,3718000,9418000
201703,112845,679051,1,2.14,"SSE","JASPER",37.3,-94.31,3718000,9418600
201703,112845,679052,1,0,"N","STRAFFORD",37.27,-93.12,3716200,937200
201703,112845,679053,1,1.49,"SSW","CHITWOOD",37.08,-94.56,374800,9433600
201703,112845,679054,1,.55,"E","ROUND SPG",37.28,-91.41,3716800,9124600
201703,112845,679055,1,0,"N","CARL JCT",37.18,-94.57,3710800,9434200
201703,112845,679056,1,0,"N","STRAFFORD",37.27,-93.12,3716200,937200
201703,112845,679057,1,3.89,"WSW","BRACKEN",37.3,-92.86,3718000,9251600
201703,112845,679058,1,.55,"E","CARTERVILLE",37.15,-94.44,379000,9426400
201703,112845,679059,1,.88,"SE","ALLEY SPG",37.14,-91.44,378400,9126400
201703,112845,679060,1,.55,"E","CARTERVILLE",37.15,-94.44,379000,9426400
201703,112845,679061,1,.55,"E","CARTERVILLE",37.15,-94.44,379000,9426400
201703,112845,679062,1,.88,"SE","ORONOGO",37.19,-94.47,3711400,9428200
201703,112845,679063,1,3.63,"NNE","DIGGINS",37.22,-92.85,3713200,9251000
201703,112845,679064,1,.55,"E","SEYMOUR",37.15,-92.77,379000,9246200
201703,112845,679065,1,.55,"E","SPRINGFIELD",37.2,-93.29,3712000,9317400
201703,112845,679066,1,2.21,"SSW","MORGAN HGTS",37.1406,-94.366,378436,9421960
201703,112845,679067,1,.55,"W","WEBB CITY",37.15,-94.48,379000,9428800
201703,112845,679068,1,2.14,"SSE","CARTHAGE MYERS ARPT",37.12,-94.31,377200,9418600
201703,112845,679069,1,2.83,"WSW","WALNUT GROVE",37.41,-93.6,3724600,9336000
201703,112845,679070,1,.55,"W","MONETT",36.92,-93.93,3655200,9355800
201703,112845,679071,1,0,"N","SARCOXIE",37.07,-94.12,374200,947200
201703,112845,679072,1,.55,"W","MONETT",36.92,-93.93,3655200,9355800
201703,112845,679073,1,.89,"NE","ROCKAWAY BEACH",36.71,-93.16,3642600,939600
201703,112845,679074,1,1.8,"ESE","WELA PARK",36.86,-94.52,3651600,9431200
201703,112845,679075,1,0,"N","FORSYTH",36.68,-93.12,3640800,937200
201703,112845,679076,1,0,"N","NEOSHO",36.87,-94.37,3652200,9422200
201703,112845,679077,1,.69,"N","KISSEE MILLS",36.68,-93.03,3640800,931800
201703,112845,679078,1,.89,"SW","SOUTH WEST CITY",36.51,-94.61,3630600,9436600
201703,112845,679079,1,1.1,"W","CASSIDY",37.07,-93.27,374200,9316200
201703,112845,679080,1,2.16,"SE","RIDGEDALE",36.5,-93.22,3630000,9313200
201703,112845,679081,1,0,"N","NOEL",36.55,-94.48,3633000,9428800
201703,112845,679082,1,.69,"N","RIDGEDALE",36.53,-93.25,3631800,9315000
201703,112845,679083,1,.89,"SW","HAVENHURST",36.57,-94.39,3634200,9423400
201703,112845,679084,1,2.14,"NNE","FIDELITY",37.1,-94.31,376000,9418600
201703,112845,679085,1,.55,"E","CARTERVILLE",37.15,-94.44,379000,9426400
201703,112845,679086,1,.55,"W","WEBB CITY",37.15,-94.48,379000,9428800
201703,112845,679087,1,1.49,"SSE","LAKESIDE",37.15,-94.41,379000,9424600
201703,112845,679088,1,2.76,"N","DIAMOND",37.04,-94.32,372400,9419200
201703,112845,679089,1,.88,"SE","ORONOGO",37.19,-94.47,3711400,9428200
201703,112845,679090,1,.88,"SE","WINONA",37.01,-91.32,37600,9119200
201703,112845,679091,1,1.49,"SSW","JANE",36.53,-94.31,3631800,9418600
201703,112845,679092,1,1.38,"N","CROWN",37.29,-92.97,3717400,9258200
201703,112845,679093,1,.69,"N","SARCOXIE",37.08,-94.12,374800,947200
201703,112845,679094,1,.69,"S","EUNICE",37.24,-91.78,3714400,9146800
201703,112845,679095,1,1.38,"S","NEOSHO",36.85,-94.37,3651000,9422200
201703,112845,679096,1,0,"N","WEST PLAINS",36.73,-91.85,3643800,9151000
201703,112845,679097,1,.88,"NE","WENTWORTH",36.99,-94.07,3659400,944200
201703,112845,679098,1,2.2,"E","STRAFFORD GRN CO ARP",37.28,-93.08,3716800,934800
201703,112845,679099,1,.69,"N","GOODMAN",36.74,-94.4,3644400,9424000
201703,112845,679100,1,0,"N","CASSVILLE",36.68,-93.87,3640800,9352200
201703,112845,679101,1,.88,"SW","MONETT",36.91,-93.93,3654600,9355800
201703,112845,679102,1,1.77,"NE","STOTTS CITY",37.12,-93.95,377200,9357000
201703,112845,679103,1,2.14,"NNE","MOUNTAIN GROVE",37.16,-92.26,379600,9215600
201703,112845,679104,1,3.63,"SSW","CLEAR SPGS",37.05,-91.89,373000,9153400
201703,112845,679105,1,0,"N","GOLDEN",36.52,-93.65,3631200,9339000
201703,112845,679106,1,2.31,"WNW","DIGGINS",37.18,-92.91,3710800,9254600
201703,112845,679107,1,1.1,"E","SUMMERSVILLE",37.18,-91.66,3710800,9139600
201703,112845,679108,1,1.49,"NNE","CABOOL",37.15,-92.09,379000,925400
201703,112845,679109,1,2.16,"SE","RIDGEDALE",36.5,-93.22,3630000,9313200
201703,112845,679110,1,2.66,"SE","SHELL KNOB",36.6,-93.6,3636000,9336000
201703,112845,679111,1,4.88,"ENE","WILLOW SPGS MEM ARPT",37.05,-91.89,373000,9153400
201703,112845,679112,1,3.32,"W","POTTERSVILLE",36.7,-92.09,3642000,925400
201703,112845,679113,1,.56,"W","PROTEM",36.53,-92.86,3631800,9251600
201703,112845,679114,1,1.77,"NE","MIDWAY",37.05,-92.58,373000,9234800
201703,112845,679115,1,.88,"NE","BIRCH TREE",36.99,-91.49,3659400,9129400
201703,112845,679116,1,1.77,"NE","MOUNTAIN VIEW",37.02,-91.7,371200,9142000
201703,112845,679117,1,0,"N","BLUE EYE",36.5,-93.4,3630000,9324000
201703,112845,679118,1,1.92,"NE","BUTTERFIELD",36.766,-93.8717,3645960,9352302
201703,112845,679118,2,2,"NE","BUTTERFIELD",36.7661,-93.87,3645966,9352200
201703,112845,679119,1,.5,"NNW","FORSYTH",36.687,-93.1218,3641220,937308
201703,112845,679119,2,1.38,"ESE","FORSYTH",36.6727,-93.0968,3640362,935808
201703,112845,679120,1,4.01,"WSW","HALLEY",36.7056,-93.7501,3642336,9345006
201703,112845,679120,2,3.85,"WSW","HALLEY",36.7057,-93.7471,3642342,9344826
201703,112845,679121,1,2.31,"ENE","EMINENCE ARPT",37.19,-91.36,3711400,9121600
201703,112845,679122,1,2.97,"NNW","SGF DOWNTOWN ARPT",37.26,-93.25,3715600,9315000
201703,112845,679123,1,.55,"E","MOUNTAIN GROVE",37.13,-92.26,377800,9215600
201703,112845,679124,1,0,"N","AURORA",36.97,-93.72,3658200,9343200
201703,112845,679126,1,2.15,"SSE","VIOLA",36.54,-93.57,3632400,9334200
201703,112845,679127,1,2.16,"NE","FORSYTH",36.7,-93.09,3642000,935400
201703,112845,679128,1,1.8,"WSW","IKE",36.74,-93.3,3644400,9318000
201703,112845,679128,2,1.76,"WSW","IKE",36.7398,-93.2992,3644388,9317952
201703,112846,678685,1,2.75,"W","COLUMBUS",37.17,-94.88,3710200,9452800
201703,112846,678686,1,2.07,"N","FT SCOTT",37.86,-94.7,3751600,9442000
201703,112846,678687,1,.88,"NW","FT SCOTT",37.84,-94.71,3750400,9442600
201703,112882,674337,1,.36,"WSW","HUNTINGBURG ARPT",38.2482,-86.9562,3814892,8657372
201703,112882,674338,1,.54,"E","CAMPBELLSBURG",38.65,-86.26,3839000,8615600
201703,114450,686268,2,1.32,"ESE","CORNELIUS",35.47,-80.85,3528200,8051000
201703,114450,686282,1,1.09,"NE","DENVER",35.541,-81.016,3532460,81960
201703,114450,686284,1,.9,"N","HARRISBURG",35.333,-80.67,3519980,8040200
201703,114450,686286,1,.56,"W","ROCKY RIVER",35.32,-80.61,3519200,8036600
201703,114450,686291,1,2.13,"SSE","ROCKWELL",35.52,-80.411,3531200,8024660
201703,114450,686292,1,1.32,"WSW","ROWAN CO ARPT",35.64,-80.55,3538400,8033000
201703,114450,686294,1,.68,"E","BALSAM GROVE",35.23,-82.868,3513800,8252080
201703,114450,686294,2,.32,"NNW","BREVARD",35.234,-82.733,3514040,8243980
201703,114455,686309,1,2.16,"SW","COURTLAND",36.7,-77.1,3642000,776000
201703,114438,686265,1,.65,"SSW","ELBERTON",34.112,-82.876,346720,8252560
201703,114438,686265,2,1.72,"ENE","NORTH ELBERTON",34.139,-82.842,348340,8250520
201703,114450,686266,1,.97,"SSE","TAPOCO",35.438,-83.941,3526280,8356460
201703,114450,686266,2,5.8,"E","STECOAH",35.386,-83.599,3523160,8335940
201703,114450,686267,1,1.83,"ENE","CLT BROCKENBROUGH AR",35.33,-80.8,3519800,8048000
201703,114450,686267,2,.97,"WNW","COLLEGE DOWNS",35.307,-80.735,3518420,8044100
201703,114450,686268,1,.06,"E","CORNELIUS",35.48,-80.869,3528800,8052140
201703,114495,686575,1,0,"N","DEER PARK",31.22,-88.32,3113200,8819200
201703,114495,686592,1,0,"N","CASTLEBERRY",31.3,-87.02,3118000,871200
201703,114495,686594,1,0,"N","TUNNELL SPGS",31.63,-87.25,3137800,8715000
201703,114495,689006,1,4,"ESE","GREENVILLE",31.8079,-86.5671,3148474,8634026
201703,114496,686603,1,.48,"NNW","FORT GAINES",30.2563,-88.0833,3015378,884998
201703,114496,689545,1,13.82,"S","PERDIDO PASS",30.07,-87.56,304200,8733600
201703,114496,689546,1,1.92,"ESE","OKALOOSA PIER",30.38,-86.56,3022800,8633600
201703,114496,689547,1,.46,"SSW","SHALIMAR",30.4337,-86.5825,3026022,8634950
201703,114515,686725,1,1.45,"SW","ENON",38.4577,-92.5217,3827462,9231302
201703,114515,686726,1,1.64,"S","RUSSELLVILLE",38.4963,-92.4312,3829778,9225872
201703,114516,686727,1,1.46,"NNE","PERRY",39.448,-91.6656,3926880,9139936
201703,114516,686727,2,1.38,"NW","JOANNA",39.5459,-91.6658,3932754,9139948
201703,114522,686760,1,0,"N","SULLIVAN",39.6,-88.62,3936000,8837200
201703,114522,686761,1,0,"N","DANVILLE",40.13,-87.62,407800,8737200
201703,114525,686765,1,2.69,"NNW","EASTON",40.2633,-89.8563,4015798,8951378
201703,114525,686765,2,5.17,"SE","FOREST CITY",40.3177,-89.7497,4019062,8944982
201703,114525,686766,1,3.35,"W","WINKEL",40.3459,-89.6934,4020754,8941604
201703,114525,686766,2,2.04,"ENE","HERGET",40.4154,-89.5869,4024924,8935214
201703,114525,686767,1,1.64,"NNE","DELAVAN",40.392,-89.5381,4023520,8932286
201703,114525,686767,2,1.83,"NW","BROWNWOOD",40.4172,-89.4965,4025032,8929790
201703,114525,686771,1,0,"S","BEARDSTOWN",40.02,-90.43,401200,9025800
201703,114525,686772,1,2.95,"NW","RAPATEE",40.75,-90.19,4045000,9011400
201703,114525,686773,1,.87,"SW","ALTA",40.81,-89.64,4048600,8938400
201703,114525,686774,1,0,"N","JACKSONVILLE",39.73,-90.23,3943800,9013800
201703,114525,686775,1,1,"W","WASHINGTON",40.7,-89.4191,4042000,8925146
201703,114525,686776,1,0,"W","WILLIAMSVILLE",39.95,-89.55,3957000,8933000
201703,114525,686777,1,0,"N","HOOPESTON",40.47,-87.67,4028200,8740200
201703,114525,686779,1,0,"N","HUNTSVILLE",40.18,-90.87,4010800,9052200
201703,114525,686780,1,0,"W","GALESBURG",40.95,-90.37,4057000,9022200
201703,114492,686570,1,1.5,"NNW","DIAMONDHEAD ARPT",30.39,-89.38,3023400,8922800
201703,114492,686571,1,1.34,"W","MISSISSIPPI CITY",30.3781,-89.0523,3022686,893138
201703,114492,686573,1,4.31,"NNE","NORTH BILOXI ARPT",30.51,-88.85,3030600,8851000
201703,114493,686552,1,.91,"NE","BATCHELOR",30.84,-91.66,3050400,9139600
201703,114493,686555,1,4.48,"E","MC CLANE CITY",30.2556,-89.6953,3015336,8941718
201703,114494,686569,1,0,"SSE","EUCUTTA",31.8,-88.87,3148000,8852200
201702,113503,679511,1,.8,"E","OLD MINES",38.0197,-90.7553,381182,9045318
201702,113496,679462,1,2.83,"WSW","BERMUDA HUNDRED",37.32,-77.33,3719200,7719800
201702,113496,679464,1,0,"N","RESCUE",37,-76.55,3700,7633000
201702,113496,679467,1,1.38,"S","HARPERSVILLE",37.08,-76.45,374800,7627000
201702,113496,679473,1,3.83,"NNE","FT MONROE",37.05,-76.29,373000,7617400
201702,113496,679476,1,.88,"SE","ONANCOCK",37.71,-75.74,3742600,7544400
201702,113496,679479,1,3.83,"NNE","FT MONROE",37.05,-76.29,373000,7617400
201702,113496,679486,1,4.96,"NNW","HAMPTON",37.09,-76.37,375400,7622200
201702,113496,679491,1,.55,"W","OYSTER PT",37.08,-76.51,374800,7630600
201702,113496,679492,1,1.38,"S","HARPERSVILLE",37.08,-76.45,374800,7627000
201702,113496,679494,1,4.1,"NNE","HAMPTON",37.07,-76.31,374200,7618600
201702,113496,679498,1,2.98,"NNE","HAMPTON",37.06,-76.33,373600,7619800
201702,113496,679499,1,4.38,"WNW","HAMPTON",37.05,-76.42,373000,7625200
201702,113496,679503,1,2.35,"NNE","HILTON VLG",37.06,-76.45,373600,7627000
201702,113496,679504,1,1.66,"W","SMITHFIELD",36.98,-76.66,3658800,7639600
201702,113496,679505,1,1.3,"WSW","SEPTA",37.01,-76.74,37600,7644400
201702,113496,679506,1,1.49,"SSE","OYSTER PT",37.06,-76.49,373600,7629400
201702,113497,679415,1,1.23,"NE","(ALO)WATERLOO MUNI A",42.56,-92.38,4233600,9222800
201702,113497,679415,2,.69,"S","CEDAR FALLS",42.51,-92.45,4230600,9227000
201702,113497,679415,3,1.72,"SW","FARMER",42.58,-92.55,4234800,9233000
201702,113497,679415,4,.69,"S","FINCHFORD",42.62,-92.55,4237200,9233000
201702,113497,679415,5,1.53,"W","BOIES",42.62,-92.41,4237200,9224600
201702,113503,679466,1,0,"N","COOK STATION",37.82,-91.43,3749200,9125800
201702,113503,679466,2,1.87,"ENE","KEYSVILLE",37.8801,-91.3482,3752806,9120892
201702,113503,679469,1,1.81,"NW","LATTY",38.0016,-90.869,3896,9052140
201702,113503,679469,2,.84,"NNE","CADET",37.9918,-90.6962,3759508,9041772
201702,113503,679474,1,.56,"S","VALLES MINES",38.042,-90.4985,382520,9029910
201702,113503,679477,1,0,"N","ELSBERRY",39.17,-90.8,3910200,9048000
201702,113503,679477,2,1.66,"E","ELSBERRY",39.1682,-90.769,3910092,9046140
201702,113503,679482,1,0,"N","CHERRYVILLE",37.85,-91.28,3751000,9116800
201702,113503,679482,2,.34,"ENE","CHERRYVILLE",37.8517,-91.2742,3751102,9116452
201702,113503,679487,1,.64,"SE","RICHWOODS",38.1636,-90.8215,389816,9049290
201702,113503,679487,2,12,"N","POTOSI",38.1237,-90.8,387422,9048000
201702,113503,679490,1,.65,"SSE","FRUMET",38.1608,-90.6976,389648,9041856
201702,113503,679490,2,1.47,"S","BAYSHORE",38.3988,-90.3825,3823928,9022950
201702,113503,679508,1,0,"N","OAKVILLE",38.47,-90.3,3828200,9018000
201702,113503,679508,2,1.67,"WNW","MEHLVILLE",38.5085,-90.3289,3830510,9019734
201702,113503,679509,1,.73,"N","CARONDELET",38.5605,-90.2819,3833630,9016914
201702,113503,679509,2,3.34,"ENE","CARONDELET",38.5761,-90.228,3834566,9013680
201702,113503,679510,1,1.39,"SW","VIVIAN",37.9078,-91.4202,3754468,9125212
201702,113519,679536,1,.52,"SSW","PITTSVILLE",44.4433,-90.1348,4426598,908088
201702,113519,679536,2,1.87,"NNW","DEXTERVILLE",44.4044,-90.1363,4424264,908178
201702,113519,679536,3,.38,"ESE","DEXTERVILLE",44.3787,-90.1124,4422722,906744
201702,113519,679536,4,.81,"NNE","DEXTERVILLE",44.3903,-90.1119,4423418,906714
201702,113519,679536,5,1.55,"N","DEXTERVILLE",44.4022,-90.1251,4424132,907506
201702,113519,679536,6,.67,"S","PITTSVILLE",44.4404,-90.1284,4426424,907704
201702,113521,679542,1,0,"N","SHAWNEETOWN",37.7,-88.13,3742000,887800
201702,113521,679542,2,2.45,"N","SALINE MINES",37.6549,-88.172,3739294,8810320
201702,113521,679542,3,3.03,"NNE","SALINE MINES",37.6592,-88.1553,3739552,889318
201702,113521,679542,4,.41,"S","SHAWNEETOWN",37.6942,-88.1289,3741652,887734
201702,113521,679543,1,.62,"NE","MAUNIE",38.0354,-88.041,382124,882460
201702,113521,679543,2,0,"N","MAUNIE",38.03,-88.05,381800,883000
201702,113521,679543,3,.72,"NNE","RISING SUN",38.0097,-88.0252,38582,881512
201702,113521,679543,4,2.14,"E","MAUNIE",38.0287,-88.0108,381722,88648
201702,113522,679544,1,2,"S","NEW HARMONY",38.1011,-87.93,386066,8755800
201702,113522,679544,2,3.61,"S","NEW HARMONY",38.0787,-87.9421,384722,8756526
201702,113522,679544,3,3.85,"SSW","NEW HARMONY",38.0784,-87.9569,384704,8757414
201702,113522,679544,4,.98,"WSW","NEW HARMONY",38.1227,-87.9456,387362,8756736
201702,113524,681308,1,4.35,"NNW","DONIPHAN",40.8272,-98.4045,4049632,9824270
201702,113524,681308,2,4.32,"N","DONIPHAN",40.8323,-98.3621,4049938,9821726
201702,113524,681308,3,5.84,"NE","DONIPHAN",40.8388,-98.305,4050328,9818300
201702,113524,681308,4,3.9,"NNE","DONIPHAN",40.8183,-98.3314,4049098,9819884
201702,113524,681308,5,2.97,"NW","DONIPHAN",40.8056,-98.4016,4048336,9824096
201702,113534,679654,1,1.18,"ESE","ADRIAN",33.9429,-79.0012,3356574,7972
201702,113534,679654,2,3.87,"NNW","SHELL",33.9543,-78.9165,3357258,7854990
201702,113535,679656,1,1.69,"SSE","STRONGS RIDGE",41.259,-82.7834,4115540,8247004
201702,113535,679659,1,4,"S","SYCAMORE",40.8921,-83.17,4053526,8310200
201702,113535,679660,1,0,"N","FREMONT",41.35,-83.12,4121000,837200
201702,113535,679661,1,0,"N","ONTARIO",40.75,-82.63,4045000,8237800
201702,113535,679662,1,1.1,"NW","MELMORE",41.0324,-83.1133,411944,836798
201702,113535,679666,1,5,"S","ALLIANCE",40.8476,-81.1,4050856,816000
201702,113535,679668,1,1.48,"N","LEAVITTSBURG",41.2712,-80.8841,4116272,8053046
201702,113771,681133,1,2.51,"WNW","SAN MATEO POINT",33.3949,-117.6196,3323694,11737176
201702,113775,681167,1,1.93,"WNW","BLUE DIAMOND",36.0591,-115.4327,363546,11525962
201702,113775,681167,2,3.74,"S","RED ROCK CANYON",36.0859,-115.4536,365154,11527216
201702,113775,681167,3,1.95,"S","RED ROCK CANYON",36.1121,-115.455,366726,11527300
201702,113775,681167,4,2.86,"E","RED ROCK CANYON",36.1441,-115.399,368646,11523940
201702,113775,681167,5,3.15,"NNW","RED ROCK CANYON",36.1845,-115.4625,3611070,11527750
201702,113775,681167,6,3.58,"WNW","RED ROCK CANYON",36.1579,-115.5103,369474,11530618
201702,113775,681167,7,3.57,"W","BLUE DIAMOND",36.0519,-115.4639,363114,11527834
201702,113813,681468,1,1.55,"E","SOUTH BEND",41.67,-86.22,4140200,8613200
201702,113813,681469,1,.52,"W","GLENWOOD",41.67,-86.08,4140200,864800
201702,113813,681472,1,.86,"SE","PLYMOUTH",41.34,-86.31,4120400,8618600
201702,113813,681473,1,1.25,"WSW","BASS LAKE",41.21,-86.6,4112600,8636000
201702,113815,681474,1,1.72,"SE","HARBERT",41.85,-86.61,4151000,8636600
201702,113815,681475,1,.51,"W","ST JOSEPH",42.1,-86.49,426000,8629400
201702,113815,681476,1,.86,"SW","STEVENSVILLE",42.01,-86.53,42600,8631800
201702,113816,681477,1,.52,"E","BRYAN",41.47,-84.54,4128200,8432400
201702,113816,681478,1,.52,"W","MALINTA",41.32,-84.04,4119200,842400
201702,113817,682589,1,.52,"W","THREE OAKS",41.8,-86.61,4148000,8636600
201702,113817,682590,1,0,"N","GALIEN",41.8,-86.5,4148000,8630000
201702,113817,682591,1,.52,"E","CAMDEN",41.75,-84.76,4145000,8445600
201702,113817,682595,1,.48,"E","NILES",41.831,-86.2407,4149860,8614442
201702,113817,682595,2,1.04,"ENE","NILES",41.8348,-86.2308,4150088,8613848
201702,113817,682596,1,1.93,"N","SUMNERVILLE",41.9478,-86.176,4156868,8610560
201702,113817,682596,2,.49,"ENE","DOWAGIAC",41.9836,-86.0917,4159016,865502
201702,113817,682597,1,.13,"S","BROWNSVILLE",41.8782,-85.9497,4152692,8556982
201702,113817,682597,2,1.77,"SSE","VANDALIA",41.8974,-85.9039,4153844,8554234
201702,113817,682598,1,2,"E","CENTREVILLE",41.9176,-85.4913,4155056,8529478
201702,113817,682598,2,.27,"SW","WASEPI",41.9275,-85.454,4155650,8527240
201702,113817,682748,1,.51,"W","DOWAGIAC",41.98,-86.11,4158800,866600
201702,113817,682749,1,3.45,"S","JONES",41.85,-85.8,4151000,8548000
201702,113817,682750,1,0,"N","WASEPI",41.93,-85.45,4155800,8527000
201702,113817,682751,1,.86,"SW","COLON",41.94,-85.33,4156400,8519800
201702,113818,682569,1,2.95,"ESE","GOBLESVILLE",40.96,-85.47,4057600,8528200
201702,113818,682570,1,2.09,"NW","ROANOKE",40.99,-85.4,4059400,8524000
201702,113818,682571,1,1.73,"SE","PRAIRIE SWITCH",41,-85.28,4100,8516800
201702,113818,682572,1,.52,"W","LISBON",41.42,-85.26,4125200,8515600
201702,113818,682573,1,2.07,"N","FAIRFIELD CENTER",41.51,-85.13,4130600,857800
201702,113818,682574,1,.52,"W","HUDSON",41.53,-85.09,4131800,855400
201702,113818,682575,1,.52,"E","PLEASANT LAKE",41.57,-85.01,4134200,85600
201702,113818,682576,1,2.32,"SSE","NEW HAVEN",41.04,-85,412400,8500
201702,113818,682577,1,2.48,"SW","GRANGER",41.73,-86.16,4143800,869600
201702,113818,682578,1,2.59,"NE","NUTWOOD",41.63,-86.25,4137800,8615000
201702,113818,682579,1,2.14,"SSW","MISHAWAKA",41.64,-86.18,4138400,8610800
201702,113818,682580,1,.69,"S","MISHAWAKA",41.66,-86.17,4139600,8610200
201702,113818,682581,1,3.17,"SSE","SOUTH BEND",41.63,-86.22,4137800,8613200
201702,113818,682582,1,.52,"W","MIDDLEBURY",41.68,-85.71,4140800,8542600
201702,113818,682583,1,0,"N","SHIPSHEWANA",41.68,-85.58,4140800,8534800
201702,113818,682584,1,.69,"S","SHIPSHEWANA FLD ARPT",41.69,-85.6,4141400,8536000
201702,113818,682585,1,2.18,"ESE","GLEN EDEN",41.67,-84.98,4140200,8458800
201702,113818,682586,1,1.03,"E","GLEN EDEN",41.68,-85,4140800,8500
201702,113818,682587,1,0,"N","FREMONT",41.73,-84.93,4143800,8455800
201702,113818,682588,1,2.14,"SSE","SALAMONIA",40.35,-84.86,4021000,8451600
201703,114222,685707,1,.73,"WNW","BETHANY MEM ARPT",40.2827,-94.0134,4016962,94804
201703,114222,685713,1,.83,"N","EDGERTON",39.512,-94.63,3930720,9437800
201703,114222,685716,1,1.48,"NNE","PLATTE WOODS",39.25,-94.66,3915000,9439600
201703,114222,685731,1,1.38,"N","LILLY",39.49,-94.47,3929400,9428200
201703,114222,685732,1,.69,"S","LATHROP",39.54,-94.33,3932400,9419800
201703,114222,685733,1,2.07,"N","(MCI)KS CITY INTL AR",39.33,-94.72,3919800,9443200
201703,114222,685735,1,2.09,"W","LEEDS",39.0534,-94.5387,393204,9432322
201703,114222,685740,1,.54,"W","KANSAS CITY",39.08,-94.58,394800,9434800
201703,114222,685741,1,.87,"NW","MOSBY",39.33,-94.31,3919800,9418600
201703,114222,685742,1,0,"N","LATHROP",39.55,-94.33,3933000,9419800
